,Uniprot_id,Gene,Sequence_length,Mol_weight_Delton,Family_class,KEGG_Pathways,Associated_PDBs
1939,P9WI81,pknB,626,66510,PASTA,['mtu:Rv0014c'],"['1MRU', '1O6Y', '2FUM', '2KUD', '2KUE', '2KUF', '2KUI', '3F61', '3F69', '3ORI', '3ORO', '5E0Y', '5E0Z', '5E10', '5E12', '5U94', '6B2P', '6I2P']"
1940,P35462,DRD3,400,44195,7tm_1,['hsa:1814'],"['3PBL', '7CMU', '7CMV']"
1941,P9WIB9,,,,,[],[]
1942,P49286,MTNR1B,362,40188,7tm_1,['hsa:4544'],"['6ME6', '6ME7', '6ME8', '6ME9', '7VH0']"
1943,Q9QUN7,Tlr2,784,89449,LRR_8,['mmu:24088'],"['2Z81', '2Z82', '3A79', '3A7B', '3A7C', '5D3I']"
1944,C3SIU2,metJ,105,12141,MetJ,[],[]
1945,Q9C5U1,AHK3,1036,116373,CHASE,['ath:AT1G27320'],[]
1946,F4MUJ9,hemB,340,37594,ALAD,[],[]
1947,P23975,SLC6A2,617,69332,SNF,['hsa:6530'],[]
1948,Q5NUL3,FFAR4,361,40494,7tm_1,['hsa:338557'],[]
1949,Q9NS00,C1GALT1,363,42203,Fringe,['hsa:56913'],[]
1950,Q86YV6,MYLK4,388,44508,Pkinase,['hsa:340156'],['2X4F']
1951,Q01782,PTR1,288,30457,,['lma:LMJF_23_0270'],"['1E7W', '1E92', '1W0C', '2BF7', '2BFA', '2BFM', '2BFO', '2BFP', '2QHX', '3H4V', '5L42', '5L4N', '6RXC', '7PXX']"
1952,P50407,HTR7,446,49614,7tm_1,['cpoc:100135549'],[]
1953,P49023,PXN,591,64505,LIM,['hsa:5829'],"['1OW6', '1OW7', '1OW8', '2K2R', '2O9V', '2VZD', '2VZG', '2VZI', '3GM1', '3PY7', '3RQE', '3RQF', '3RQG', '3U3F', '4EDN', '4R32', '4XGZ', '4XH2', '5UWH', '6IUI', '6PW8', '6U4M', '6U4N']"
1954,P28336,NMBR,390,43435,7tm_1,['hsa:4829'],[]
1955,P81721,,515,56110,MFS_1,[],[]
1956,P06186,PGR,930,98667,Hormone_recep,['ocu:100009094'],[]
1957,Q12830,BPTF,3046,338262,Bromodomain,['hsa:2186'],"['2F6J', '2F6N', '2FSA', '2FUI', '2FUU', '2RI7', '3QZS', '3QZT', '3QZV', '3UV2', '5H6Y', '5R4G', '5R4H', '5R4I', '5R4J', '5R4K', '5R4L', '5R4M', '5R4N', '5R4O', '6AZE', '6LU5', '6LU6', '7DMY', '7DN4', '7JT4', '7K6R', '7K6S', '7KDW', '7KDZ', '7M2E']"
1958,Q13131,PRKAA1,559,64009,AdenylateSensor,['hsa:5562'],"['4RED', '4RER', '4REW', '5EZV', '6C9F', '6C9G', '6C9H', '6C9J', '7JHG', '7JHH', '7JIJ']"
1959,Q43760,GS,355,39102,Gln-synt_C,[],[]
1960,Q08369,Gata4,441,44580,GATA,['mmu:14463'],[]
1961,P60484,PTEN,403,47166,PTEN_C2,['hsa:5728'],"['1D5R', '2KYL', '4O1V', '5BUG', '5BZX', '5BZZ', '7JTX', '7JUK', '7JUL', '7JVX']"
1962,O00487,PSMD14,310,34577,JAB,['hsa:10213'],"['5GJQ', '5GJR', '5L4K', '5LN3', '5M32', '5T0C', '5T0G', '5T0H', '5T0I', '5T0J', '5VFP', '5VFQ', '5VFR', '5VFS', '5VFT', '5VFU', '5VGZ', '5VHF', '5VHH', '5VHI', '5VHS', '6MSB', '6MSD', '6MSE', '6MSG', '6MSH', '6MSJ', '6MSK', '6WJD', '6WJN']"
1963,O14793,MSTN,375,42750,TGF_beta,['hsa:2660'],"['5F3B', '5F3H', '5NTU', '5NXS', '6UMX']"
1964,Q8WPZ7,arg,411,46508,Arginase,[],[]
1965,P16083,NQO2,231,25919,Flavodoxin_2,['hsa:4835'],"['1QR2', '1SG0', '1XI2', '1ZX1', '2BZS', '2QMY', '2QMZ', '2QR2', '2QWX', '2QX4', '2QX6', '2QX8', '2QX9', '3FW1', '3G5M', '3GAM', '3NFR', '3NHF', '3NHJ', '3NHK', '3NHL', '3NHP', '3NHR', '3NHS', '3NHU', '3NHW', '3NHY', '3O2N', '3O73', '3OVM', '3OWH', '3OWX', '3OX1', '3OX2', '3OX3', '3TE7', '3TEM', '3TZB', '3UXE', '3UXH', '4FGJ', '4FGK', '4FGL', '4GQI', '4GR9', '4QOD', '4QOE', '4QOF', '4QOG', '4QOH', '4QOI', '4QOJ', '4U7F', '4U7G', '4U7H', '4XDG', '4XDH', '4ZVK', '4ZVL', '4ZVM', '4ZVN', '5BUC', '5LBT', '5LBU', '5LBW', '5LBY', '5LBZ']"
1966,Q9YQ30,HIV-1 protease,99,10811,RVP,[],[]
1967,P14384,CPM,443,50514,Peptidase_M14,['hsa:1368'],['1UWY']
1968,Q9RMS5,phzR,237,27254,Autoind_bind,['pae:PA1898'],"['3SZT', '6CBQ', '6CC0']"
1969,P35367,HRH1,487,55784,7tm_1,['hsa:3269'],"['3RZE', '7DFL']"
1970,O95180,CACNA1H,2353,259163,Ion_trans,['hsa:8912'],[]
1971,A2RP81,blaPER-2,308,33453,Beta-lactamase2,[],"['4D2O', '6D3G', '6DGU']"
1972,Q9P1Z3,HCN3,774,86032,cNMP_binding,['hsa:57657'],[]
1973,Q7YWJ9,Ache,692,76707,COesterase,[],[]
1974,Q9NNX6,CD209,404,45775,Lectin_C,['hsa:30835'],"['1K9I', '1SL4', '1SL5', '2B6B', '2IT5', '2IT6', '2XR5', '2XR6', '6GHV', '7NL6', '7NL7']"
1975,Q9NP56,PDE7B,450,51835,PDEase_I,['hsa:27115'],[]
1976,Q9NXB9,ELOVL2,296,34585,ELO,['hsa:54898'],[]
1977,P43235,CTSK,329,36966,Inhibitor_I29,['hsa:1513'],"['1ATK', '1AU0', '1AU2', '1AU3', '1AU4', '1AYU', '1AYV', '1AYW', '1BGO', '1BY8', '1MEM', '1NL6', '1NLJ', '1Q6K', '1SNK', '1TU6', '1U9V', '1U9W', '1U9X', '1VSN', '1YK7', '1YK8', '1YT7', '2ATO', '2AUX', '2AUZ', '2BDL', '2R6N', '3C9E', '3H7D', '3KW9', '3KWB', '3KWZ', '3KX1', '3O0U', '3O1G', '3OVZ', '4DMX', '4DMY', '4N79', '4N8W', '4X6H', '4X6I', '4X6J', '4YV8', '4YVA', '5J94', '5JA7', '5JH3', '5TDI', '5TUN', '5Z5O', '6ASH', '6HGY', '6PXF', '6QBS', '6QL8', '6QLM', '6QLW', '6QLX', '6QM0', '7NXL', '7NXM', '7PCK', '7QBL', '7QBM', '7QBN', '7QBO']"
1978,P31113,menG,233,26577,Ubie_methyltran,['bsu:BSU22750'],[]
1979,Q9NSD7,RXFP3,469,51124,7tm_1,['hsa:51289'],[]
1980,Q7ZJM1,pol,288,32227,IN_DBD_C,[],[]
1981,P35349,Grm6,871,95089,7tm_3,['rno:24419'],[]
1982,P04745,,,,,[],[]
1983,Q15303,ERBB4,1308,146808,Furin-like,['hsa:2066'],"['2AHX', '2L2T', '2LCX', '2R4B', '3BBT', '3BBW', '3BCE', '3U2P', '3U7U', '3U9U']"
1984,Q27793,,521,58853,DHFR_1,[],"['2H2Q', '3CL9', '3CLB', '3HBB', '3INV', '3IRM', '3IRN', '3IRO']"
1985,P29352,Ptpn22,802,89714,Y_phosphatase,['mmu:19260'],['1JEG']
1986,Q9UBT6,POLK,870,98809,IMS,['hsa:51426'],"['1T94', '2LSI', '2OH2', '2W7O', '2W7P', '3IN5', '3PZP', '4BA9', '4GK5', '4U6P', '4U7C', '5T14', '5W2A', '5W2C', '6BRX', '6BS1', '6CST', '7NV0', '7NV1']"
1987,Q16584,MAP3K11,847,92688,PK_Tyr_Ser-Thr,['hsa:4296'],"['5K26', '5K28', '6AQB', '6CQ7']"
1988,Q9UHJ3,SFMBT1,866,98141,MBT,['hsa:51460'],[]
1989,Q8IWU9,TPH2,490,56057,Biopterin_H,['hsa:121278'],['4V06']
1990,P43657,LPAR6,344,39392,7tm_1,['hsa:10161'],[]
1991,Q8C4U3,Sfrp1,314,35413,Fz,['mmu:20377'],[]
1992,Q9NWZ3,IRAK4,460,51530,PK_Tyr_Ser-Thr,['hsa:51135'],"['2NRU', '2NRY', '2O8Y', '2OIB', '2OIC', '2OID', '3MOP', '4RMZ', '4U97', '4U9A', '4XS2', '4Y73', '4YO6', '4YP8', '4ZTL', '4ZTM', '4ZTN', '5K72', '5K75', '5K76', '5K7G', '5K7I', '5KX7', '5KX8', '5T1S', '5T1T', '5UIQ', '5UIR', '5UIS', '5UIT', '5UIU', '5W84', '5W85', '6EG9', '6EGA', '6EGD', '6EGE', '6EGF', '6F3D', '6F3E', '6F3G', '6F3I', '6LXY', '6MOM', '6N8G', '6O8U', '6O94', '6O95', '6O9D', '6RFI', '6RFJ', '6THW', '6THX', '6THZ', '6TI8', '6TIA', '6UYA', '6VQL', '7C2V', '7C2W']"
1993,P26447,S100A4,101,11729,S_100,['hsa:6275'],"['1M31', '2LNK', '2MRD', '2Q91', '3C1V', '3CGA', '3KO0', '3M0W', '3ZWH', '4CFQ', '4CFR', '4ETO', '4HSZ', '5LPU', '6T58']"
1994,H9CNL0,,5118,578704,Ins145_P3_rec,[],[]
1995,Q8S3J0,ALS,583,63443,TPP_enzyme_C,[],[]
1996,P04014,E1,649,73530,PPV_E1_C,[],[]
1997,P34981,TRHR,398,45085,7tm_1,['hsa:7201'],[]
1998,Q8IV63,VRK3,474,52881,Pkinase,['hsa:51231'],['2JII']
1999,P80912,HINT1,126,13693,HIT,['ocu:100009302'],"['1RZY', '3O1C', '3O1X', '3O1Z', '3QGZ', '3RHN', '4RHN', '5RHN', '6RHN']"
2000,Q9EQU3,Tlr9,1032,116412,LRR_12,['mmu:81897'],"['3WPF', '3WPG', '3WPH', '3WPI', '4QDH', '5ZLN']"
2001,Q9JL18,Bace2,514,55800,Asp,['mmu:56175'],[]
2002,P31040,SDHA,664,72692,FAD_binding_2,['hsa:6389'],['6VAX']
2003,P53669,Limk1,647,72594,LIM,[],[]
2004,P68400,CSNK2A1,391,45144,Pkinase,['hsa:1457'],"['1JWH', '1NA7', '1PJK', '2PVR', '2ZJW', '3AMY', '3AT2', '3AT3', '3AT4', '3AXW', '3BQC', '3C13', '3FWQ', '3H30', '3JUH', '3MB6', '3MB7', '3NGA', '3NSZ', '3OWJ', '3OWK', '3OWL', '3PE1', '3PE2', '3PE4', '3Q04', '3Q9W', '3Q9X', '3Q9Y', '3Q9Z', '3QA0', '3R0T', '3RPS', '3TAX', '3U4U', '3U87', '3U9C', '3W8L', '3WAR', '3WIK', '3WIL', '3WOW', '4DGL', '4FBX', '4GRB', '4GUB', '4GYW', '4GYY', '4GZ3', '4IB5', '4KWP', '4MD7', '4MD8', '4MD9', '4NH1', '4RLL', '4UB7', '4UBA', '5B0X', '5CLP', '5CQU', '5CQW', '5CS6', '5CSH', '5CSP', '5CSV', '5CT0', '5CTP', '5CU0', '5CU2', '5CU3', '5CU4', '5CU6', '5CVF', '5CVG', '5CVH', '5CX9', '5H8B', '5H8E', '5H8G', '5HGV', '5KU8', '5KWH', '5M44', '5M4C', '5M4F', '5M4I', '5MMF', '5MMR', '5MO5', '5MO6', '5MO7', '5MO8', '5MOD', '5MOE', '5MOH', '5MOT', '5MOV', '5MOW', '5MP8', '5MPJ', '5N1V', '5N9K', '5N9L', '5N9N', '5NQC', '5OMY', '5ONI', '5OQU', '5ORH', '5ORJ', '5ORK', '5OS7', '5OS8', '5OSL', '5OSP', '5OSR', '5OSU', '5OSZ', '5OT5', '5OT6', '5OTD', '5OTH', '5OTI', '5OTL', '5OTO', '5OTP', '5OTQ', '5OTR', '5OTS', '5OTY', '5OTZ', '5OUE', '5OUL', '5OUM', '5OUU', '5OWH', '5OWL', '5OYF', '5T1H', '5VIE', '5VIF', '5ZN0', '5ZN1', '5ZN2', '5ZN3', '5ZN4', '5ZN5', '6A1C', '6E37', '6EHK', '6EHU', '6EII', '6FVF', '6FVG', '6GIH', '6GMD', '6HBN', '6HME', '6HNW', '6HNY', '6HOP', '6HOQ', '6HOR', '6HOT', '6HOU', '6JWA', '6L1Z', '6L21', '6L22', '6L23', '6L24', '6Q38', '6Q4Q', '6QY7', '6RB1', '6RCB', '6RCM', '6RFE', '6RFF', '6SPW', '6SPX', '6TEI', '6TLL', '6TLO', '6TLP', '6TLR', '6TLS', '6TLU', '6TLV', '6TLW', '6YPG', '6YPH', '6YPJ', '6YPK', '6YPN', '6YUL', '6YUM', '6YZH', '6Z19', '6Z83', '6Z84', '7A49', '7A4B', '7A4C', '7AT5', '7AY9', '7AYA', '7B8H', '7B8I', '7BU4', '7L1X', '7PSU']"
2005,P07451,CA3,260,29557,Carb_anhydrase,['hsa:761'],"['1Z93', '1Z97', '2HFW', '3UYN', '3UYQ']"
2006,P9WPX7,aroQ,147,15790,DHquinase_II,['mtu:Rv2537c'],"['1H05', '1H0R', '1H0S', '2DHQ', '2XB8', '2Y71', '2Y76', '2Y77', '3N59', '3N76', '3N7A', '3N86', '3N87', '3N8K', '3N8N', '4B6O', '4B6P', '4B6Q', '4CIV', '4CIW', '4CIX', '4CIY', '4CKW', '4CKX', '4CKY', '4CKZ', '4CL0', '4KI7', '4KIJ', '4KIU', '4KIW', '4V0S']"
2007,Q869C3,Ace,737,80902,COesterase,['aga:AgaP_AGAP001356'],"['5X61', '5YDH', '5YDI', '5YDJ', '6ARX', '6ARY']"
2008,Q9NXA8,SIRT5,310,33881,SIR2,['hsa:23408'],"['2B4Y', '2NYR', '3RIG', '3RIY', '4F4U', '4F56', '4G1C', '4HDA', '5BWL', '5XHS', '6ACE', '6ACL', '6ACO', '6ACP', '6EQS', '6LJK', '6LJM', '6LJN']"
2009,P05024,ATP1A1,1021,112681,Cation_ATPase_C,['ssc:397481'],"['3B8E', '3KDP', '3N23', '3WGU', '3WGV', '4HQJ', '4HYT', '4RES', '4RET', '7D91', '7D92', '7D93', '7D94', '7DDF', '7DDH', '7DDI', '7DDK', '7DDL', '7WYS', '7WYT']"
2010,P16066,NPR1,1061,118919,ANF_receptor,['hsa:4881'],[]
2011,P00189,CYP11A1,520,60333,p450,['bta:338048'],['3MZS']
2012,Q31FD6,,,,,[],[]
2013,Q15722,LTB4R,352,37557,7tm_1,['hsa:1241'],"['7K15', '7VKT']"
2014,Q96K76,USP47,1375,157311,UCH,['hsa:55031'],[]
2015,Q7YR26,TOP1,767,90954,Topo_C_assoc,[],[]
2016,Q9EYV8,vanXB2,202,23255,Peptidase_M15,[],[]
2017,A0A0C5PRQ1,dpy-31,614,69695,Astacin,[],[]
2018,P15917,lef,809,93770,Anthrax-tox_M,['bar:GBAA_pXO1_0172'],"['1J7N', '1JKY', '1PWP', '1PWQ', '1PWU', '1PWV', '1PWW', '1YQY', '1ZXV', '2L0R', '3KWV', '4DV8', '4PKQ', '4PKR', '4PKS', '4PKT', '4PKU', '4PKV', '4PKW', '4WF6', '4XM6', '4XM7', '4XM8', '5D1S', '5D1T', '5D1U', '6PSN', '6WJJ', '6ZXJ', '6ZXK', '6ZXL', '7KXR']"
2019,P11884,Aldh2,519,56488,Aldedh,['rno:29539'],"['1OM2', '2V1S', '2V1T', '3AWR', '3AX2', '3AX3', '3AX5', '5AZ8']"
2020,Q9R1W5,Calcrl,463,53265,7tm_2,['mmu:54598'],[]
2021,Q60737,Csnk2a1,391,45134,Pkinase,['mmu:12995'],[]
2022,P00382,dhfrI,157,17575,DHFR_1,['ag:CAA25445'],[]
2023,P61813,CCR5,352,40507,7tm_1,['mcc:735311'],[]
2024,P13051,UNG,313,34645,UDG,['hsa:7374'],"['1AKZ', '1DPU', '1EMH', '1EMJ', '1Q3F', '1SSP', '1UGH', '1YUO', '2HXM', '2OXM', '2OYT', '2SSP', '3FCF', '3FCI', '3FCK', '3FCL', '3TKB', '4SKN', '5AYR', '5JK7', '6VBA']"
2025,Q6UW60,PCSK4,755,82795,P_proprotein,['hsa:54760'],[]
2026,Q6W5P4,NPSR1,371,42687,7tm_1,['hsa:387129'],[]
2027,Q6Y3N0,,105,11788,7tm_1,[],[]
2028,P40347,LTP1,161,18675,LMWPc,['sce:YPR073C'],"['1D1P', '1D1Q', '1D2A']"
2029,Q8IWW8,ADHFE1,467,50308,Fe-ADH,['hsa:137872'],[]
2030,Q13115,DUSP4,394,42953,DSPc,['hsa:1846'],['3EZZ']
2031,Q99519,NEU1,415,45467,BNR_2,['hsa:4758'],[]
2032,P21451,Ednrb,442,49455,7tm_1,['rno:50672'],[]
2033,O60333,KIF1B,1816,204476,DUF3694,['hsa:23095'],['2EH0']
2034,Q96KB5,PBK,322,36085,Pkinase,['hsa:55872'],['5J0A']
2035,P80209,CTSD,390,42491,A1_Propeptide,[],[]
2036,Q80W94,Mogat2,334,38591,DAGAT,['mmu:233549'],[]
2037,Q9Y4K3,TRAF6,522,59573,TRAF6_Z2,['hsa:7189'],"['1LB4', '1LB5', '1LB6', '2ECI', '2JMD', '3HCS', '3HCT', '3HCU', '4Z8M', '5ZUJ', '6A33', '7L3L']"
2038,Q9UEW8,STK39,545,59474,OSR1_C,['hsa:27347'],['7O86']
2039,P31748,V-AKT,501,57870,PH,[],[]
2040,Q9HD36,BCL2L10,204,23204,Bcl-2,['hsa:10017'],['4B4S']
2041,Q6XEC0,bla OXA-48,265,30359,Transpeptidase,['ag:AAP70012'],"['3HBR', '4S2J', '4S2K', '4S2N', '4S2P', '4WMC', '5DTK', '5DTS', '5DTT', '5DVA', '5FAQ', '5FAS', '5FAT', '5HAP', '5HAQ', '5OFT', '5QA4', '5QA5', '5QA6', '5QA7', '5QA8', '5QA9', '5QAA', '5QAB', '5QAC', '5QAD', '5QAE', '5QAF', '5QAG', '5QAH', '5QAI', '5QAJ', '5QAK', '5QAL', '5QAM', '5QAN', '5QAO', '5QAP', '5QAQ', '5QAR', '5QAS', '5QAT', '5QAU', '5QAV', '5QAW', '5QAX', '5QAY', '5QAZ', '5QB0', '5QB1', '5QB2', '5QB3', '5QB4', '6GOA', '6HOO', '6I5D', '6P96', '6P97', '6P98', '6P99', '6P9C', '6PK0', '6PQI', '6PSG', '6PT1', '6PT5', '6PTU', '6PXX', '6Q5B', '6Q5F', '6RJ7', '6UVK', '6V1O', '6XQR', '6ZRJ', '6ZRP', '6ZXI', '7ASS', '7AUX', '7AW5', '7DML', '7JHQ', '7K5V', '7KH9', '7KHQ', '7L8O', '7LXG', '7O5N', '7O5Q', '7O9N', '7R6Z']"
2042,O70196,Prep,710,80742,Peptidase_S9,['rno:83471'],[]
2043,P95276,,,,,[],[]
2044,P18841,ADRA1B,515,56493,7tm_1,[],[]
2045,O31211,murC,437,49176,Mur_ligase,[],[]
2046,P18911,Rarg,458,50891,Hormone_recep,['mmu:19411'],[]
2047,P27922,SLC6A3,693,75691,SNF,[],[]
2048,P28335,HTR2C,458,51805,7tm_1,['hsa:3358'],"['6BQG', '6BQH']"
2049,Q13451,FKBP5,457,51212,FKBP_C,['hsa:2289'],"['1KT0', '3O5D', '3O5E', '3O5F', '3O5G', '3O5I', '3O5J', '3O5K', '3O5L', '3O5M', '3O5O', '3O5P', '3O5Q', '3O5R', '4DRH', '4DRI', '4DRK', '4DRM', '4DRN', '4DRO', '4DRP', '4DRQ', '4JFI', '4JFJ', '4JFK', '4JFL', '4JFM', '4R0X', '4TW6', '4TW7', '4TX0', '4W9O', '4W9P', '4W9Q', '5BXJ', '5DIT', '5DIU', '5DIV', '5NJX', '5OBK', '5OMP', '6SAF', '6TX4', '6TX5', '6TX6', '6TX7', '6TX8', '6TX9', '6TXX', '7A6W', '7A6X', '7AOT', '7AOU', '7APQ', '7APS', '7APT', '7APW', '7AWF', '7AWX', '7B9Y', '7B9Z', '7BA0', '7ETT', '7ETU', '7ETV', '7L7I']"
2050,Q14694,USP10,798,87134,PAM2,['hsa:9100'],[]
2051,P49795,RGS19,217,24636,RGS,['hsa:10287'],['1CMZ']
2052,P01116,KRAS,189,21656,Ras,['hsa:3845'],"['1D8D', '1D8E', '1KZO', '1KZP', '1N4P', '1N4Q', '1N4R', '1N4S', '3GFT', '4DSN', '4DSO', '4EPR', '4EPT', '4EPV', '4EPW', '4EPX', '4EPY', '4L8G', '4LDJ', '4LPK', '4LRW', '4LUC', '4LV6', '4LYF', '4LYH', '4LYJ', '4M1O', '4M1S', '4M1T', '4M1W', '4M1Y', '4M21', '4M22', '4NMM', '4OBE', '4PZY', '4PZZ', '4Q01', '4Q02', '4Q03', '4QL3', '4TQ9', '4TQA', '4WA7', '5F2E', '5KYK', '5MLA', '5MLB', '5O2S', '5O2T', '5OCG', '5OCO', '5OCT', '5TAR', '5TB5', '5UFE', '5UFQ', '5UK9', '5UQW', '5US4', '5USJ', '5V6S', '5V6V', '5V71', '5V9L', '5V9O', '5V9U', '5VBM', '5VP7', '5VPI', '5VPY', '5VPZ', '5VQ0', '5VQ1', '5VQ2', '5VQ6', '5VQ8', '5W22', '5WHA', '5WHB', '5WHD', '5WHE', '5WLB', '5WPM', '5XCO', '5YXZ', '5YY1', '6ARK', '6ASA', '6ASE', '6B0V', '6B0Y', '6BOF', '6BP1', '6CC9', '6CCH', '6CCX', '6CU6', '6E6F', '6E6G', '6EPL', '6EPM', '6EPN', '6EPO', '6EPP', '6F76', '6FA1', '6FA2', '6FA3', '6FA4', '6GJ5', '6GJ6', '6GJ7', '6GJ8', '6GOD', '6GOE', '6GOF', '6GOG', '6GOM', '6GQT', '6GQW', '6GQX', '6GQY', '6H46', '6H47', '6JTN', '6JTO', '6JTP', '6M9W', '6MBQ', '6MBT', '6MBU', '6MNX', '6MQG', '6MQN', '6MS9', '6MTA', '6N2J', '6N2K', '6O36', '6O46', '6O4Y', '6O4Z', '6O51', '6O53', '6OB2', '6OB3', '6OIM', '6P0Z', '6P8W', '6P8X', '6P8Y', '6P8Z', '6PGO', '6PGP', '6PQ3', '6PTS', '6PTW', '6QUU', '6QUV', '6QUW', '6QUX', '6T5B', '6T5U', '6T5V', '6TAM', '6TAN', '6USX', '6USZ', '6UT0', '6V5L', '6V65', '6V6F', '6VC8', '6VJJ', '6W4E', '6W4F', '6WGN', '6WS2', '6WS4', '6XGU', '6XGV', '6XHA', '6XHB', '6YR8', '6YXW', '6ZL5', '6ZLI', '7A1W', '7A1X', '7A1Y', '7A47', '7ACA', '7ACF', '7ACH', '7ACQ', '7C40', '7C41', '7EW9', '7EWA', '7EWB', '7EYX', '7F0W', '7KFZ', '7KMR', '7LC1', '7LC2', '7LGI', '7LZ5', '7MDP', '7NY8', '7Q9U', '7ROV', '7RP2', '7RP3', '7RP4', '7RPZ', '7RSC', '7RSE', '7RT1', '7RT2', '7RT3', '7RT4', '7RT5', '7T47']"
2053,P23469,PTPRE,700,80642,Y_phosphatase,['hsa:5791'],"['2JJD', '6D3F', '6D4D', '6D4F']"
2054,P00185,Cyp1a1,524,59393,p450,['rno:24296'],[]
2055,Q96L73,NSD1,2696,296652,AWS,['hsa:64324'],"['3OOI', '6KQP', '6KQQ']"
2056,Q9NYB0,TERF2IP,399,44260,BRCT_2,['hsa:54386'],"['1FEX', '3K6G', '4RQI']"
2057,Q02853,Mmp11,492,55441,Hemopexin,['mmu:17385'],['1HV5']
2058,P24463,CYP3A12,503,57721,p450,[],[]
2059,Q13093,PLA2G7,441,50077,PAF-AH_p_II,['hsa:7941'],"['3D59', '3D5E', '3F96', '3F97', '3F98', '3F9C', '5I8P', '5I9I', '5JAD', '5JAH', '5JAL', '5JAN', '5JAO', '5JAP', '5JAR', '5JAS', '5JAT', '5JAU', '5LP1', '5LYY', '5LZ2', '5LZ4', '5LZ5', '5LZ7', '5LZ8', '5LZ9', '5YE7', '5YE8', '5YE9', '5YEA', '6M06', '6M07', '6M08']"
2060,P50281,MMP14,582,65894,DUF3377,['hsa:4323'],"['1BQQ', '1BUV', '2MQS', '3C7X', '3MA2', '3X23', '4P3C', '4P3D', '4QXU', '5H0U', '6CLZ', '6CM1']"
2061,P13697,Me1,572,64003,malic,[],[]
2062,P04762,Cat,527,59757,Catalase,['rno:24248'],[]
2063,P25122,Kcnc1,585,65857,BTB_2,['rno:25327'],[]
2064,Q9Y275,TNFSF13B,285,31223,TNF,['hsa:10673'],"['1JH5', '1KD7', '1KXG', '1OQD', '1OQE', '1OSG', '3V56', '4V46', '4ZCH', '5Y9J', '6FXN']"
2065,A0JN73,TOP3A,1002,111512,Topoisom_bac,['bta:527411'],[]
2066,Q9IH62,G,602,67039,HN,['vg:920955'],"['2VSM', '2VWD', '3D11', '3D12', '6VY5', '7TXZ', '7TY0']"
2067,Q13464,ROCK1,1354,158175,Pkinase,['hsa:6093'],"['1S1C', '2ESM', '2ETK', '2ETR', '2V55', '3D9V', '3NCZ', '3NDM', '3O0Z', '3TV7', '3TWJ', '3V8S', '4L2W', '4W7P', '4YVC', '4YVE', '5BML', '5F5P', '5HVU', '5KKS', '5KKT', '5UZJ', '5WNE', '5WNF', '5WNG', '5WNH', '6E9W', '7JOU']"
2068,Q13564,NAE1,534,60246,ThiF,['hsa:8883'],"['1R4M', '1R4N', '1TT5', '1YOV', '2NVU', '3DBH', '3DBL', '3DBR', '3GZN']"
2069,Q03137,Epha4,986,109814,EphA2_TM,['mmu:13838'],"['1B0X', '2HEL', '2XYU', '2Y6M', '2Y6O']"
2070,Q8IM16,PMIV,449,51046,Asp,['pfa:PF3D7_1407800'],['1LS5']
2071,P04798,CYP1A1,512,58165,p450,['hsa:1543'],"['4I8V', '6DWM', '6DWN', '6O5Y', '6UDL', '6UDM']"
2072,Q8MMZ4,PKG,853,97694,cNMP_binding,[],[]
2073,P70605,Kcnn3,732,81448,CaMBD,['rno:54263'],[]
2074,P54753,EPHB3,998,110330,EphA2_TM,['hsa:2049'],"['3P1I', '3ZFY', '5L6O', '5L6P']"
2075,P07314,Ggt1,568,61610,,['rno:116568'],[]
2076,P29598,Plau,432,47957,Kringle,[],[]
2077,P04055,Pla2g1b,146,16424,Phospholip_A2_1,['rno:29526'],[]
2078,O35952,Hagh,309,34109,HAGH_C,['rno:24439'],[]
2079,Q93T42,bla1,309,33679,Beta-lactamase2,"['banh:HYU01_12445', 'bar:GBAA_2507']",['3QHY']
2080,P30204,Msr1,458,50170,Collagen,['mmu:20288'],['6J02']
2081,Q873Y0,chiA1,825,83088,Glyco_hydro_18,[],"['2XUC', '2XVN']"
2082,P47806,Gli1,1111,118560,zf-C2H2,['mmu:14632'],[]
2083,P0A6G7,clpP,207,23187,CLP_protease,"['ecj:JW0427', 'eco:b0437']","['1TYF', '1YG6', '1YG8', '2FZS', '3HLN', '3MT6', '6NB1', '6PO1', '6PO3', '6POD', '6POS', '6PPE', '6UQE', '6UQO', '6W1Z', '6W20', '6W21', '6WR2', '6WRF', '6WSG', '7MK5']"
2084,Q01717,Trhr,412,46609,7tm_1,['rno:25570'],[]
